Commercial,Ville,Région,Client,Date de commande,Article,Quantité,Prix,Chiffre d'affaire,Bénéfice
Sara Snyder,Minnesota,Est,Ann Duncan,21/12/2016,Things,7,"17,83","124,81","24,5"
Randy Watson,Minnesota,Est,Carolyn Vasquez,21/12/2016,Stuff,2,"16,32","32,64",6
Patrick Graham,Washington,Ouest,Judy Sanchez,21/12/2016,Junk,3,"12,42","37,26",6
Patrick Graham,California,Ouest,Joshua Baker,21/12/2016,Junk,1,"12,42","12,42",2
Randy Watson,Indiana,Est,Harold Matthews,21/12/2016,Things,10,"17,83","178,3",35
Patrick Graham,Oregon,Ouest,Alice Brown,21/12/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,Minnesota,Est,Randy West,21/12/2016,Junk,2,"12,42","24,84",4
Frances Warren,Minnesota,Est,Alice Kelly,21/12/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Cynthia Day,21/12/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,Nevada,Ouest,Kimberly Bennett,21/12/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Mary Nelson,22/12/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Nevada,Ouest,Craig Lewis,22/12/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Minnesota,Est,Bruce Reynolds,22/12/2016,Widgets,2,"53,35","106,7",12
Patrick Graham,Oregon,Ouest,Joseph Reynolds,22/12/2016,Things,3,"17,83","53,49","10,5"
Randy Watson,Minnesota,Est,Eugene Hughes,22/12/2016,Junk,8,"12,42","99,36",16
Randy Watson,New York,Est,Lillian Wood,22/12/2016,Junk,6,"12,42","74,52",12
Frances Warren,Indiana,Est,Emily Duncan,22/12/2016,Junk,6,"12,42","74,52",12
Randy Watson,New York,Est,Cheryl Riley,22/12/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Indiana,Est,Emily Duncan,22/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Brandon King,22/12/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Washington,Ouest,Mary Green,22/12/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Washington,Ouest,Jerry Davis,22/12/2016,Stuff,8,"16,32","130,56",24
Patrick Graham,Washington,Ouest,Gloria Morris,22/12/2016,Junk,4,"12,42","49,68",8
Frances Warren,Minnesota,Est,Jennifer Reyes,22/12/2016,Junk,6,"12,42","74,52",12
Randy Watson,New York,Est,Arthur Austin,22/12/2016,Junk,9,"12,42","111,78",18
Randy Watson,New York,Est,Bonnie Wagner,22/12/2016,Things,6,"17,83","106,98",21
Frances Warren,Alabama,Est,Clarence Mason,22/12/2016,Junk,2,"12,42","24,84",4
Randy Watson,Alabama,Est,Anna Franklin,22/12/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Wanda Cole,22/12/2016,Widgets,2,"53,35","106,7",12
Randy Watson,Minnesota,Est,Alice Kelly,22/12/2016,Stuff,4,"16,32","65,28",12
Diane Gonzalez,Oregon,Ouest,Teresa Fisher,22/12/2016,Widgets,4,"53,35","213,4",24
Diane Gonzalez,Washington,Ouest,Ernest Hernandez,22/12/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Oregon,Ouest,Gloria Mcdonald,22/12/2016,Things,2,"17,83","35,66",7
Sara Snyder,New York,Est,Jane Sims,22/12/2016,Junk,10,"12,42","124,2",20
Frances Warren,New York,Est,Kimberly Adams,22/12/2016,Widgets,8,"53,35","426,8",48
Patrick Graham,Washington,Ouest,Joan Austin,22/12/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,Indiana,Est,Ashley Adams,22/12/2016,Junk,4,"12,42","49,68",8
Randy Watson,New York,Est,Heather Andrews,22/12/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,Indiana,Est,Todd Miller,22/12/2016,Junk,1,"12,42","12,42",2
Diane Gonzalez,Washington,Ouest,Susan Jacobs,22/12/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,Ruth Fields,22/12/2016,Junk,9,"12,42","111,78",18
Sara Snyder,New York,Est,Kenneth Lane,22/12/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Indiana,Est,David Allen,23/12/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,California,Ouest,Andrea Washington,23/12/2016,Stuff,6,"16,32","97,92",18
Frances Warren,Minnesota,Est,Carl Ford,23/12/2016,Widgets,5,"53,35","266,75",30
Patrick Graham,Washington,Ouest,Lisa Morrison,23/12/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Eugene Hughes,23/12/2016,Things,4,"17,83","71,32",14
Sara Snyder,Indiana,Est,Robert Collins,23/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Indiana,Est,Theresa Torres,23/12/2016,Widgets,10,"53,35","533,5",60
Randy Watson,Indiana,Est,Ernest Bishop,23/12/2016,Junk,9,"12,42","111,78",18
Diane Gonzalez,Washington,Ouest,Ryan Ramos,23/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Indiana,Est,Judith Wood,23/12/2016,Widgets,9,"53,35","480,15",54
Sara Snyder,Indiana,Est,Ruby Evans,23/12/2016,Things,10,"17,83","178,3",35
Sara Snyder,Indiana,Est,Amy Olson,23/12/2016,Widgets,3,"53,35","160,05",18
Sara Snyder,Minnesota,Est,Amy Carr,23/12/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Oregon,Ouest,Gloria Mcdonald,23/12/2016,Stuff,3,"16,32","48,96",9
Patrick Graham,Washington,Ouest,Earl White,23/12/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Brandon King,23/12/2016,Things,1,"17,83","17,83","3,5"
Diane Gonzalez,California,Ouest,Anthony White,23/12/2016,Stuff,4,"16,32","65,28",12
Sara Snyder,Minnesota,Est,Kenneth Nelson,23/12/2016,Junk,4,"12,42","49,68",8
Randy Watson,Minnesota,Est,Cheryl Williamson,23/12/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Minnesota,Est,Eugene Schmidt,23/12/2016,Things,9,"17,83","160,47","31,5"
Frances Warren,New York,Est,Craig Mcdonald,23/12/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Indiana,Est,Todd Miller,23/12/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Carolyn Vasquez,23/12/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,California,Ouest,Mary Rose,23/12/2016,Widgets,5,"53,35","266,75",30
Diane Gonzalez,Washington,Ouest,Margaret James,23/12/2016,Widgets,2,"53,35","106,7",12
Patrick Graham,California,Ouest,Nicholas Schmidt,23/12/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,New York,Est,Phyllis Ward,23/12/2016,Junk,5,"12,42","62,1",10
Frances Warren,Minnesota,Est,Alice Davis,23/12/2016,Junk,3,"12,42","37,26",6
Randy Watson,Indiana,Est,Lisa Thomas,23/12/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Debra Allen,23/12/2016,Junk,2,"12,42","24,84",4
Randy Watson,New York,Est,Mark Rogers,24/12/2016,Stuff,5,"16,32","81,6",15
Diane Gonzalez,Washington,Ouest,Kathy Schmidt,24/12/2016,Stuff,4,"16,32","65,28",12
Patrick Graham,Oregon,Ouest,Cynthia Matthews,24/12/2016,Things,9,"17,83","160,47","31,5"
Patrick Graham,Oregon,Ouest,Gloria Fisher,24/12/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,Washington,Ouest,Ryan Ramos,24/12/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Indiana,Est,James Wheeler,24/12/2016,Things,2,"17,83","35,66",7
Sara Snyder,Alabama,Est,Katherine Carroll,24/12/2016,Things,9,"17,83","160,47","31,5"
Diane Gonzalez,Washington,Ouest,Charles Collins,24/12/2016,Junk,9,"12,42","111,78",18
Diane Gonzalez,Washington,Ouest,Pamela Alexander,24/12/2016,Things,2,"17,83","35,66",7
Patrick Graham,Oregon,Ouest,Linda Wagner,24/12/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,New York,Est,Tammy Ferguson,24/12/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Minnesota,Est,Theresa Ellis,24/12/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,Washington,Ouest,Jason Jackson,24/12/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Cheryl Williamson,24/12/2016,Junk,10,"12,42","124,2",20
Frances Warren,New York,Est,Lois Castillo,24/12/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,Washington,Ouest,Jason Berry,24/12/2016,Junk,8,"12,42","99,36",16
Sara Snyder,New York,Est,Christina Little,24/12/2016,Junk,10,"12,42","124,2",20
Diane Gonzalez,Oregon,Ouest,Martha Harper,24/12/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,California,Ouest,Laura Gutierrez,24/12/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Minnesota,Est,Louise Rivera,24/12/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,Oregon,Ouest,Donald Ryan,24/12/2016,Junk,4,"12,42","49,68",8
Randy Watson,New York,Est,Cheryl Riley,24/12/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Indiana,Est,Cynthia Mccoy,24/12/2016,Junk,7,"12,42","86,94",14
Randy Watson,New York,Est,Arthur Austin,24/12/2016,Junk,3,"12,42","37,26",6
Frances Warren,Alabama,Est,Betty Hicks,24/12/2016,Junk,9,"12,42","111,78",18
Patrick Graham,Oregon,Ouest,Julie Gonzalez,24/12/2016,Things,10,"17,83","178,3",35
Sara Snyder,New York,Est,Katherine Mcdonald,24/12/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Emily Anderson,24/12/2016,Things,6,"17,83","106,98",21
Sara Snyder,Indiana,Est,Joseph Foster,24/12/2016,Stuff,4,"16,32","65,28",12
Patrick Graham,Washington,Ouest,Russell Cooper,24/12/2016,Junk,6,"12,42","74,52",12
Patrick Graham,Washington,Ouest,Antonio Coleman,24/12/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,Minnesota,Est,Kevin Barnes,24/12/2016,Junk,5,"12,42","62,1",10
Patrick Graham,Oregon,Ouest,Terry Pierce,24/12/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Minnesota,Est,Carolyn Scott,24/12/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Indiana,Est,Victor Bell,25/12/2016,Widgets,7,"53,35","373,45",42
Randy Watson,Minnesota,Est,Heather Lawrence,25/12/2016,Stuff,10,"16,32","163,2",30
Randy Watson,Alabama,Est,Anna Franklin,25/12/2016,Stuff,1,"16,32","16,32",3
Patrick Graham,Washington,Ouest,Beverly Garcia,25/12/2016,Things,7,"17,83","124,81","24,5"
Frances Warren,New York,Est,Bonnie Wagner,25/12/2016,Junk,4,"12,42","49,68",8
Patrick Graham,California,Ouest,Gerald Mcdonald,25/12/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Indiana,Est,Rachel Larson,25/12/2016,Things,6,"17,83","106,98",21
Patrick Graham,Washington,Ouest,Antonio Coleman,25/12/2016,Things,1,"17,83","17,83","3,5"
Sara Snyder,Minnesota,Est,Bruce Cruz,25/12/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Helen Dean,25/12/2016,Junk,1,"12,42","12,42",2
Randy Watson,New York,Est,Jason Black,25/12/2016,Junk,10,"12,42","124,2",20
Frances Warren,Minnesota,Est,Thomas Robinson,25/12/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,Washington,Ouest,Judy Sanchez,25/12/2016,Junk,1,"12,42","12,42",2
Randy Watson,New York,Est,Debra Allen,25/12/2016,Stuff,5,"16,32","81,6",15
Sara Snyder,New York,Est,Lori Collins,25/12/2016,Things,9,"17,83","160,47","31,5"
Sara Snyder,New York,Est,Christopher Oliver,25/12/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Washington,Ouest,Cheryl Morris,25/12/2016,Things,8,"17,83","142,64",28
Randy Watson,New York,Est,Antonio Mason,25/12/2016,Widgets,10,"53,35","533,5",60
Sara Snyder,New York,Est,Frank Owens,25/12/2016,Stuff,5,"16,32","81,6",15
Sara Snyder,Alabama,Est,Scott Weaver,25/12/2016,Junk,2,"12,42","24,84",4
Randy Watson,Minnesota,Est,Craig Collins,25/12/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Christine Jacobs,25/12/2016,Widgets,3,"53,35","160,05",18
Sara Snyder,Indiana,Est,Edward Wells,25/12/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,Washington,Ouest,Joan Austin,25/12/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,Washington,Ouest,Phillip Mills,25/12/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Minnesota,Est,Jason Patterson,25/12/2016,Junk,5,"12,42","62,1",10
Diane Gonzalez,Washington,Ouest,Craig Reyes,25/12/2016,Stuff,5,"16,32","81,6",15
Sara Snyder,New York,Est,Carlos Greene,25/12/2016,Widgets,10,"53,35","533,5",60
Patrick Graham,Nevada,Ouest,Laura Mcdonald,25/12/2016,Junk,4,"12,42","49,68",8
Patrick Graham,California,Ouest,Harry Torres,26/12/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,California,Ouest,Ann Hall,26/12/2016,Junk,10,"12,42","124,2",20
Randy Watson,Alabama,Est,Marilyn Perry,26/12/2016,Things,6,"17,83","106,98",21
Sara Snyder,New York,Est,Jennifer Black,26/12/2016,Things,2,"17,83","35,66",7
Sara Snyder,New York,Est,Louise Frazier,26/12/2016,Junk,2,"12,42","24,84",4
Sara Snyder,New York,Est,Tina Jones,26/12/2016,Junk,6,"12,42","74,52",12
Patrick Graham,California,Ouest,Steven Stewart,26/12/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,Washington,Ouest,Jean Stephens,26/12/2016,Things,8,"17,83","142,64",28
Sara Snyder,Indiana,Est,Cheryl Howard,26/12/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Indiana,Est,Rebecca Williams,26/12/2016,Widgets,9,"53,35","480,15",54
Patrick Graham,California,Ouest,Deborah Gilbert,26/12/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,New York,Est,Jessica Lewis,26/12/2016,Widgets,1,"53,35","53,35",6
Diane Gonzalez,California,Ouest,Kathy Porter,26/12/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,New York,Est,Ronald Kim,26/12/2016,Stuff,1,"16,32","16,32",3
Diane Gonzalez,California,Ouest,Deborah Gilbert,26/12/2016,Things,5,"17,83","89,15","17,5"
Randy Watson,Indiana,Est,Ruth Fields,26/12/2016,Junk,6,"12,42","74,52",12
Patrick Graham,Oregon,Ouest,Cynthia Matthews,26/12/2016,Junk,10,"12,42","124,2",20
Patrick Graham,Washington,Ouest,Emily Matthews,26/12/2016,Stuff,5,"16,32","81,6",15
Frances Warren,Indiana,Est,Ernest Bishop,26/12/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,Oregon,Ouest,Craig Brooks,26/12/2016,Stuff,4,"16,32","65,28",12
Patrick Graham,Washington,Ouest,George Hill,26/12/2016,Widgets,8,"53,35","426,8",48
Frances Warren,New York,Est,Richard Walker,26/12/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Nevada,Ouest,Sarah Harrison,26/12/2016,Stuff,9,"16,32","146,88",27
Diane Gonzalez,Washington,Ouest,Denise Henry,26/12/2016,Things,4,"17,83","71,32",14
Randy Watson,Alabama,Est,Alan Dean,26/12/2016,Stuff,2,"16,32","32,64",6
Sara Snyder,New York,Est,Kimberly Adams,26/12/2016,Things,2,"17,83","35,66",7
Diane Gonzalez,Oregon,Ouest,Ruby Taylor,26/12/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Alabama,Est,Alan Dean,26/12/2016,Stuff,10,"16,32","163,2",30
Frances Warren,Indiana,Est,Bonnie Shaw,26/12/2016,Things,9,"17,83","160,47","31,5"
Randy Watson,New York,Est,Jerry Pierce,26/12/2016,Junk,4,"12,42","49,68",8
Patrick Graham,California,Ouest,Kelly Wagner,26/12/2016,Junk,5,"12,42","62,1",10
Diane Gonzalez,California,Ouest,Mary Stevens,26/12/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Oregon,Ouest,Jean Griffin,26/12/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Brandon King,27/12/2016,Junk,9,"12,42","111,78",18
Patrick Graham,Washington,Ouest,Harry Hanson,27/12/2016,Junk,2,"12,42","24,84",4
Randy Watson,Minnesota,Est,Beverly Hamilton,27/12/2016,Junk,10,"12,42","124,2",20
Randy Watson,Minnesota,Est,Roger Andrews,27/12/2016,Junk,1,"12,42","12,42",2
Patrick Graham,Washington,Ouest,Arthur Green,27/12/2016,Stuff,4,"16,32","65,28",12
Patrick Graham,California,Ouest,Judy Lopez,27/12/2016,Junk,2,"12,42","24,84",4
Sara Snyder,New York,Est,Chris Gilbert,27/12/2016,Junk,10,"12,42","124,2",20
Sara Snyder,New York,Est,Arthur Austin,27/12/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Heather Lawrence,27/12/2016,Stuff,6,"16,32","97,92",18
Diane Gonzalez,Nevada,Ouest,Craig Lewis,27/12/2016,Stuff,4,"16,32","65,28",12
Randy Watson,Alabama,Est,Scott Weaver,27/12/2016,Junk,2,"12,42","24,84",4
Randy Watson,New York,Est,Christina Oliver,27/12/2016,Junk,6,"12,42","74,52",12
Diane Gonzalez,California,Ouest,Martha Bell,27/12/2016,Junk,5,"12,42","62,1",10
Diane Gonzalez,Washington,Ouest,Annie Jenkins,27/12/2016,Junk,2,"12,42","24,84",4
Frances Warren,Indiana,Est,Ruth Fields,27/12/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Indiana,Est,Bonnie Shaw,27/12/2016,Junk,6,"12,42","74,52",12
Patrick Graham,Nevada,Ouest,Craig Lewis,27/12/2016,Widgets,3,"53,35","160,05",18
Sara Snyder,Indiana,Est,Debra Barnes,27/12/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Steven Kelly,27/12/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,New York,Est,Eric Stanley,27/12/2016,Widgets,7,"53,35","373,45",42
Diane Gonzalez,California,Ouest,Timothy Gonzales,28/12/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Raymond Matthews,28/12/2016,Widgets,5,"53,35","266,75",30
Randy Watson,New York,Est,Jennifer Black,28/12/2016,Things,5,"17,83","89,15","17,5"
Diane Gonzalez,Oregon,Ouest,Billy Scott,28/12/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,Oregon,Ouest,Jean Griffin,28/12/2016,Widgets,2,"53,35","106,7",12
Patrick Graham,Washington,Ouest,Jason Berry,28/12/2016,Things,1,"17,83","17,83","3,5"
Randy Watson,New York,Est,Phyllis Johnston,28/12/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,California,Ouest,Sandra Bowman,28/12/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Minnesota,Est,Matthew Smith,28/12/2016,Things,5,"17,83","89,15","17,5"
Patrick Graham,Washington,Ouest,Angela Sullivan,28/12/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Raymond Matthews,28/12/2016,Junk,8,"12,42","99,36",16
Sara Snyder,New York,Est,Carl Rice,28/12/2016,Things,1,"17,83","17,83","3,5"
Patrick Graham,Oregon,Ouest,Kelly Gomez,28/12/2016,Junk,2,"12,42","24,84",4
Randy Watson,New York,Est,Randy Burton,28/12/2016,Things,5,"17,83","89,15","17,5"
Patrick Graham,Washington,Ouest,Annie Jenkins,28/12/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Washington,Ouest,Annie Jenkins,28/12/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,California,Ouest,Helen Diaz,28/12/2016,Junk,4,"12,42","49,68",8
Randy Watson,New York,Est,Mark Rogers,28/12/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Minnesota,Est,Janice Mason,28/12/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Indiana,Est,Harold Matthews,28/12/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Oregon,Ouest,Carl Lawson,28/12/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Samuel Daniels,28/12/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,Washington,Ouest,Kenneth Gomez,28/12/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Washington,Ouest,Mildred Moore,28/12/2016,Widgets,6,"53,35","320,1",36
Patrick Graham,Washington,Ouest,Gloria Morris,28/12/2016,Widgets,2,"53,35","106,7",12
Patrick Graham,Washington,Ouest,Pamela Alexander,28/12/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Minnesota,Est,Thomas Robinson,28/12/2016,Stuff,3,"16,32","48,96",9
Diane Gonzalez,California,Ouest,Joan Robinson,28/12/2016,Junk,1,"12,42","12,42",2
Randy Watson,New York,Est,Janice Jackson,28/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Carl Ford,28/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Indiana,Est,Martha Mills,29/12/2016,Junk,7,"12,42","86,94",14
Frances Warren,New York,Est,Evelyn Greene,29/12/2016,Stuff,2,"16,32","32,64",6
Sara Snyder,Minnesota,Est,Jean Fowler,29/12/2016,Junk,8,"12,42","99,36",16
Randy Watson,New York,Est,Denise Perez,29/12/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Terry Pierce,29/12/2016,Junk,7,"12,42","86,94",14
Frances Warren,Minnesota,Est,Andrea King,29/12/2016,Things,9,"17,83","160,47","31,5"
Randy Watson,New York,Est,Joshua Campbell,29/12/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,California,Ouest,Helen Diaz,29/12/2016,Widgets,7,"53,35","373,45",42
Sara Snyder,Alabama,Est,Lois Baker,29/12/2016,Things,2,"17,83","35,66",7
Randy Watson,Alabama,Est,Katherine Carroll,29/12/2016,Things,2,"17,83","35,66",7
Frances Warren,New York,Est,Sandra Hicks,29/12/2016,Stuff,2,"16,32","32,64",6
Patrick Graham,Oregon,Ouest,Gloria Fisher,29/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Craig Collins,29/12/2016,Things,4,"17,83","71,32",14
Diane Gonzalez,California,Ouest,Kenneth James,29/12/2016,Widgets,5,"53,35","266,75",30
Randy Watson,Alabama,Est,Katherine Carroll,29/12/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Alabama,Est,Marilyn Perry,29/12/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Indiana,Est,Bonnie Shaw,29/12/2016,Things,9,"17,83","160,47","31,5"
Randy Watson,Indiana,Est,Judy Carpenter,29/12/2016,Things,9,"17,83","160,47","31,5"
Sara Snyder,Alabama,Est,Cheryl Henderson,29/12/2016,Junk,4,"12,42","49,68",8
Frances Warren,Indiana,Est,Johnny Fowler,29/12/2016,Junk,1,"12,42","12,42",2
Randy Watson,New York,Est,Debra Allen,29/12/2016,Junk,2,"12,42","24,84",4
Sara Snyder,New York,Est,Virginia Alvarez,29/12/2016,Widgets,6,"53,35","320,1",36
Patrick Graham,Oregon,Ouest,Rachel Harris,29/12/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Alabama,Est,Debra Gutierrez,29/12/2016,Junk,9,"12,42","111,78",18
Randy Watson,Minnesota,Est,Sean Carr,29/12/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,Indiana,Est,Laura Wells,29/12/2016,Things,7,"17,83","124,81","24,5"
Patrick Graham,California,Ouest,Helen Diaz,29/12/2016,Things,10,"17,83","178,3",35
Sara Snyder,Indiana,Est,Amy Olson,29/12/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,New York,Est,Lori Collins,29/12/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Minnesota,Est,Alan Romero,30/12/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Minnesota,Est,Roger Andrews,30/12/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Antonio Coleman,30/12/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Minnesota,Est,Andrew Howard,30/12/2016,Junk,9,"12,42","111,78",18
Sara Snyder,New York,Est,Ralph Gomez,30/12/2016,Junk,10,"12,42","124,2",20
Patrick Graham,Oregon,Ouest,Jeremy Diaz,30/12/2016,Widgets,8,"53,35","426,8",48
Randy Watson,New York,Est,Katherine Hayes,30/12/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,Washington,Ouest,Sharon Montgomery,30/12/2016,Junk,7,"12,42","86,94",14
Diane Gonzalez,Oregon,Ouest,Joseph Reynolds,30/12/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Washington,Ouest,Karen Willis,30/12/2016,Stuff,2,"16,32","32,64",6
Sara Snyder,New York,Est,Lawrence Ruiz,30/12/2016,Junk,1,"12,42","12,42",2
Sara Snyder,New York,Est,Maria Johnston,30/12/2016,Things,7,"17,83","124,81","24,5"
Patrick Graham,Washington,Ouest,Paula Ross,30/12/2016,Junk,2,"12,42","24,84",4
Diane Gonzalez,Oregon,Ouest,Roger Bell,30/12/2016,Junk,4,"12,42","49,68",8
Sara Snyder,New York,Est,Sandra Hicks,30/12/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Judith Woods,30/12/2016,Widgets,8,"53,35","426,8",48
Randy Watson,Minnesota,Est,Michael Foster,30/12/2016,Things,5,"17,83","89,15","17,5"
Frances Warren,Indiana,Est,Phyllis Gonzales,30/12/2016,Junk,1,"12,42","12,42",2
Randy Watson,Minnesota,Est,Gregory Thompson,30/12/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Minnesota,Est,Raymond Young,30/12/2016,Things,2,"17,83","35,66",7
Randy Watson,New York,Est,Christina Little,30/12/2016,Junk,4,"12,42","49,68",8
Diane Gonzalez,Nevada,Ouest,Kimberly Bennett,30/12/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Debra Palmer,30/12/2016,Junk,8,"12,42","99,36",16
